DepartmentName,HistoryId,SequenceNo,OBUId,InsertTime,Longitude,Latitude,Speed,Heading,Hdop,GPSTime,Location,UpdatedTime,VehicleID,VehicleNumber,RegNo,OperatorName,GeoCluster,MovementState
BRT,7795640758,1,868711068733081,2026-01-19 23:59:54.887,72.849243,21.118008,0.0,260.0,1.0,2026-01-19 23:59:54,21.118_72.849,2026-01-19 23:59:54.887,1931,J073,GJ05CW4671,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640769,1,868711063598109,2026-01-19 23:59:55.277,72.848975,21.119453,0.0,49.0,1.0,2026-01-19 23:59:54,21.119_72.849,2026-01-19 23:59:55.277,1876,J022,GJ05CW4212,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640743,1,865847056451113,2026-01-19 23:59:54.387,72.849197,21.11801,0.0,259.0,1.0,2026-01-19 23:59:54,21.118_72.849,2026-01-19 23:59:54.387,1868,J013,GJ05CW4057,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640733,1,868711063600673,2026-01-19 23:59:54.167,72.810066,21.149294,0.0,147.0,1.0,2026-01-19 23:59:54,21.149_72.81,2026-01-19 23:59:54.167,1946,J087,GJ05CW4543,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640765,1,868711068735003,2026-01-19 23:59:55.090,72.810058,21.149239,0.0,233.0,1.0,2026-01-19 23:59:54,21.149_72.81,2026-01-19 23:59:55.090,1942,J091,GJ05CW4685,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640731,1,868711068808057,2026-01-19 23:59:54.073,72.805351,21.175156,0.0,180.0,1.0,2026-01-19 23:59:53,21.175_72.805,2026-01-19 23:59:54.073,1884,J030,GJ05CW4124,JBM ECOLIFE MOBILITY SURAT PVT LTD,51,Stop
BRT,7795640753,1,868711068770810,2026-01-19 23:59:54.777,72.809967,21.149467,0.0,4.0,1.0,2026-01-19 23:59:53,21.149_72.81,2026-01-19 23:59:54.777,1940,J082,GJ05CW4939,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640711,1,862430060911977,2026-01-19 23:59:53.263,72.809875,21.149393,0.0,196.0,1.0,2026-01-19 23:59:52,21.149_72.81,2026-01-19 23:59:53.263,1937,J079,GJ05CW4759,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640688,1,868711068767063,2026-01-19 23:59:51.963,72.809989,21.149546,0.0,71.0,1.0,2026-01-19 23:59:52,21.15_72.81,2026-01-19 23:59:51.963,1952,J094,GJ05CW4710,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640694,1,868711068778557,2026-01-19 23:59:52.370,72.809914,21.149242,0.0,186.0,1.0,2026-01-19 23:59:51,21.149_72.81,2026-01-19 23:59:52.370,1938,J080,GJ05CW4589,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640674,1,868711067403769,2026-01-19 23:59:51.667,72.849402,21.118244,0.0,95.0,1.0,2026-01-19 23:59:51,21.118_72.849,2026-01-19 23:59:51.667,1859,J004,GJ05CW4494,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640693,1,868711068754061,2026-01-19 23:59:52.370,72.849449,21.118176,0.0,14.0,1.0,2026-01-19 23:59:51,21.118_72.849,2026-01-19 23:59:52.370,1888,J034,GJ05CW4356,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640687,1,868711063601499,2026-01-19 23:59:51.963,72.848999,21.119271,0.0,54.0,1.0,2026-01-19 23:59:51,21.119_72.849,2026-01-19 23:59:51.963,1909,J021,GJ05CW4137,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640699,1,868711063622545,2026-01-19 23:59:52.480,72.849327,21.118884,0.0,100.0,1.0,2026-01-19 23:59:51,21.119_72.849,2026-01-19 23:59:52.480,1901,J049,GJ05CW4375,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640684,1,868711068754376,2026-01-19 23:59:51.763,72.810028,21.149359,0.0,158.0,1.0,2026-01-19 23:59:51,21.149_72.81,2026-01-19 23:59:51.763,1955,J098,GJ05CW4894,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640666,1,868711068735268,2026-01-19 23:59:51.167,72.849425,21.1182,0.0,211.0,1.0,2026-01-19 23:59:50,21.118_72.849,2026-01-19 23:59:51.167,1928,J070,GJ05CW4970,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640659,1,868711068733727,2026-01-19 23:59:50.963,72.809944,21.149265,0.0,188.0,1.0,2026-01-19 23:59:50,21.149_72.81,2026-01-19 23:59:50.963,1935,J077,GJ05CW4899,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640675,1,868711068754111,2026-01-19 23:59:51.667,72.810112,21.149584,0.0,214.0,1.0,2026-01-19 23:59:50,21.15_72.81,2026-01-19 23:59:51.667,1954,J096,GJ05CW4922,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640653,1,868711068732737,2026-01-19 23:59:50.463,72.849036,21.11801,0.0,98.0,1.0,2026-01-19 23:59:50,21.118_72.849,2026-01-19 23:59:50.463,1873,J018,GJ05CW4263,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640672,1,868711068666661,2026-01-19 23:59:51.463,72.809898,21.149422,0.0,45.0,1.0,2026-01-19 23:59:50,21.149_72.81,2026-01-19 23:59:51.463,1941,J083,GJ05CW4869,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640664,1,868711068737595,2026-01-19 23:59:51.073,72.810012,21.149266,0.0,234.0,1.0,2026-01-19 23:59:50,21.149_72.81,2026-01-19 23:59:51.073,1949,J090,GJ05CW4600,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640663,1,868711068730723,2026-01-19 23:59:51.073,72.848929,21.119432,0.0,1.0,1.0,2026-01-19 23:59:50,21.119_72.849,2026-01-19 23:59:51.073,1945,J086,GJ05CW4537,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640627,1,865847056451113,2026-01-19 23:59:49.463,72.849197,21.11801,0.0,259.0,1.0,2026-01-19 23:59:49,21.118_72.849,2026-01-19 23:59:49.463,1868,J013,GJ05CW4057,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640625,1,868711063600673,2026-01-19 23:59:49.263,72.810066,21.149294,0.0,147.0,1.0,2026-01-19 23:59:49,21.149_72.81,2026-01-19 23:59:49.263,1946,J087,GJ05CW4543,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640647,1,868711068735003,2026-01-19 23:59:50.167,72.810058,21.149239,0.0,233.0,1.0,2026-01-19 23:59:49,21.149_72.81,2026-01-19 23:59:50.167,1942,J091,GJ05CW4685,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640629,1,868711068754913,2026-01-19 23:59:49.560,72.81008,21.149602,0.0,242.0,1.0,2026-01-19 23:59:49,21.15_72.81,2026-01-19 23:59:49.560,1911,J052,GJ05CW4637,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640641,1,868711068733081,2026-01-19 23:59:49.963,72.849243,21.118008,0.0,260.0,1.0,2026-01-19 23:59:49,21.118_72.849,2026-01-19 23:59:49.963,1931,J073,GJ05CW4671,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640646,1,868711063598109,2026-01-19 23:59:50.167,72.848975,21.119453,0.0,49.0,1.0,2026-01-19 23:59:49,21.119_72.849,2026-01-19 23:59:50.167,1876,J022,GJ05CW4212,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640622,1,868711068808057,2026-01-19 23:59:49.167,72.805351,21.175158,0.0,180.0,1.0,2026-01-19 23:59:48,21.175_72.805,2026-01-19 23:59:49.167,1884,J030,GJ05CW4124,JBM ECOLIFE MOBILITY SURAT PVT LTD,51,Stop
BRT,7795640633,1,868711068770810,2026-01-19 23:59:49.763,72.809967,21.149467,0.0,4.0,1.0,2026-01-19 23:59:48,21.149_72.81,2026-01-19 23:59:49.763,1940,J082,GJ05CW4939,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640601,1,862430060911977,2026-01-19 23:59:48.357,72.809882,21.149394,0.0,196.0,1.0,2026-01-19 23:59:47,21.149_72.81,2026-01-19 23:59:48.357,1937,J079,GJ05CW4759,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640583,1,868711068778557,2026-01-19 23:59:47.247,72.809914,21.149242,0.0,186.0,1.0,2026-01-19 23:59:47,21.149_72.81,2026-01-19 23:59:47.247,1938,J080,GJ05CW4589,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640580,1,868711068767063,2026-01-19 23:59:46.857,72.809989,21.149546,0.0,71.0,1.0,2026-01-19 23:59:46,21.15_72.81,2026-01-19 23:59:46.857,1952,J094,GJ05CW4710,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640576,1,868711067403769,2026-01-19 23:59:46.653,72.849402,21.118244,0.0,95.0,1.0,2026-01-19 23:59:46,21.118_72.849,2026-01-19 23:59:46.653,1859,J004,GJ05CW4494,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640587,1,868711068754061,2026-01-19 23:59:47.450,72.849449,21.118176,0.0,14.0,1.0,2026-01-19 23:59:46,21.118_72.849,2026-01-19 23:59:47.450,1888,J034,GJ05CW4356,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640581,1,868711063601499,2026-01-19 23:59:47.043,72.849007,21.119274,0.0,54.0,1.0,2026-01-19 23:59:46,21.119_72.849,2026-01-19 23:59:47.043,1909,J021,GJ05CW4137,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640586,1,868711063622545,2026-01-19 23:59:47.450,72.849327,21.118884,0.0,100.0,1.0,2026-01-19 23:59:46,21.119_72.849,2026-01-19 23:59:47.450,1901,J049,GJ05CW4375,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640577,1,868711068754111,2026-01-19 23:59:46.653,72.810112,21.149584,0.0,214.0,1.0,2026-01-19 23:59:46,21.15_72.81,2026-01-19 23:59:46.653,1954,J096,GJ05CW4922,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640579,1,868711068754376,2026-01-19 23:59:46.747,72.810019,21.149367,0.0,92.0,1.0,2026-01-19 23:59:46,21.149_72.81,2026-01-19 23:59:46.747,1955,J098,GJ05CW4894,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640561,1,868711068735268,2026-01-19 23:59:46.153,72.849425,21.1182,0.0,211.0,1.0,2026-01-19 23:59:45,21.118_72.849,2026-01-19 23:59:46.153,1928,J070,GJ05CW4970,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640550,1,868711068733727,2026-01-19 23:59:45.950,72.809937,21.149265,0.0,188.0,1.0,2026-01-19 23:59:45,21.149_72.81,2026-01-19 23:59:45.950,1935,J077,GJ05CW4899,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640538,1,868711068732737,2026-01-19 23:59:45.450,72.849036,21.11801,0.0,98.0,1.0,2026-01-19 23:59:45,21.118_72.849,2026-01-19 23:59:45.450,1873,J018,GJ05CW4263,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640573,1,868711068666661,2026-01-19 23:59:46.560,72.809898,21.149422,0.0,45.0,1.0,2026-01-19 23:59:45,21.149_72.81,2026-01-19 23:59:46.560,1941,J083,GJ05CW4869,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640556,1,868711068737595,2026-01-19 23:59:46.060,72.810012,21.149279,0.0,234.0,1.0,2026-01-19 23:59:45,21.149_72.81,2026-01-19 23:59:46.060,1949,J090,GJ05CW4600,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640555,1,868711068730723,2026-01-19 23:59:46.060,72.848929,21.119432,0.0,1.0,1.0,2026-01-19 23:59:45,21.119_72.849,2026-01-19 23:59:46.060,1945,J086,GJ05CW4537,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640510,1,865847056451113,2026-01-19 23:59:44.357,72.849197,21.11801,0.0,259.0,1.0,2026-01-19 23:59:44,21.118_72.849,2026-01-19 23:59:44.357,1868,J013,GJ05CW4057,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640530,1,868711068735003,2026-01-19 23:59:45.153,72.810058,21.149239,0.0,233.0,1.0,2026-01-19 23:59:44,21.149_72.81,2026-01-19 23:59:45.153,1942,J091,GJ05CW4685,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640515,1,868711068754913,2026-01-19 23:59:44.463,72.81008,21.149605,0.0,242.0,1.0,2026-01-19 23:59:44,21.15_72.81,2026-01-19 23:59:44.463,1911,J052,GJ05CW4637,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640524,1,868711068733081,2026-01-19 23:59:44.963,72.849243,21.118008,0.0,260.0,1.0,2026-01-19 23:59:44,21.118_72.849,2026-01-19 23:59:44.963,1931,J073,GJ05CW4671,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640534,1,868711063598109,2026-01-19 23:59:45.247,72.848975,21.119453,0.0,49.0,1.0,2026-01-19 23:59:44,21.119_72.849,2026-01-19 23:59:45.247,1876,J022,GJ05CW4212,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640505,1,868711068808057,2026-01-19 23:59:44.153,72.805351,21.175159,0.0,180.0,1.0,2026-01-19 23:59:43,21.175_72.805,2026-01-19 23:59:44.153,1884,J030,GJ05CW4124,JBM ECOLIFE MOBILITY SURAT PVT LTD,51,Stop
BRT,7795640518,1,868711068770810,2026-01-19 23:59:44.763,72.809967,21.149467,0.0,4.0,1.0,2026-01-19 23:59:43,21.149_72.81,2026-01-19 23:59:44.763,1940,J082,GJ05CW4939,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640517,1,868711063600673,2026-01-19 23:59:44.747,72.810066,21.149294,0.0,147.0,1.0,2026-01-19 23:59:43,21.149_72.81,2026-01-19 23:59:44.747,1946,J087,GJ05CW4543,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640465,1,868711068778557,2026-01-19 23:59:42.277,72.809914,21.149242,0.0,186.0,1.0,2026-01-19 23:59:42,21.149_72.81,2026-01-19 23:59:42.277,1938,J080,GJ05CW4589,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640487,1,862430060911977,2026-01-19 23:59:43.277,72.809882,21.149397,0.0,176.0,1.0,2026-01-19 23:59:42,21.149_72.81,2026-01-19 23:59:43.277,1937,J079,GJ05CW4759,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640468,1,868711068754061,2026-01-19 23:59:42.370,72.849449,21.118176,0.0,14.0,1.0,2026-01-19 23:59:41,21.118_72.849,2026-01-19 23:59:42.370,1888,J034,GJ05CW4356,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640460,1,868711063601499,2026-01-19 23:59:41.980,72.849013,21.119274,0.0,54.0,1.0,2026-01-19 23:59:41,21.119_72.849,2026-01-19 23:59:41.980,1909,J021,GJ05CW4137,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640471,1,868711063622545,2026-01-19 23:59:42.480,72.849327,21.118884,0.0,100.0,1.0,2026-01-19 23:59:41,21.119_72.849,2026-01-19 23:59:42.480,1901,J049,GJ05CW4375,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640454,1,868711068754111,2026-01-19 23:59:41.777,72.810112,21.149584,0.0,214.0,1.0,2026-01-19 23:59:41,21.15_72.81,2026-01-19 23:59:41.777,1954,J096,GJ05CW4922,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640461,1,868711068767063,2026-01-19 23:59:41.980,72.809989,21.149546,0.0,71.0,1.0,2026-01-19 23:59:41,21.15_72.81,2026-01-19 23:59:41.980,1952,J094,GJ05CW4710,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640451,1,868711067403769,2026-01-19 23:59:41.667,72.849402,21.118244,0.0,95.0,1.0,2026-01-19 23:59:41,21.118_72.849,2026-01-19 23:59:41.667,1859,J004,GJ05CW4494,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640440,1,868711068737595,2026-01-19 23:59:40.997,72.810012,21.149279,0.0,234.0,1.0,2026-01-19 23:59:41,21.149_72.81,2026-01-19 23:59:40.997,1949,J090,GJ05CW4600,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640449,1,868711068666661,2026-01-19 23:59:41.573,72.809898,21.149422,0.0,45.0,1.0,2026-01-19 23:59:40,21.149_72.81,2026-01-19 23:59:41.573,1941,J083,GJ05CW4869,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640439,1,868711068730723,2026-01-19 23:59:40.997,72.848929,21.119432,0.0,1.0,1.0,2026-01-19 23:59:40,21.119_72.849,2026-01-19 23:59:40.997,1945,J086,GJ05CW4537,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640443,1,868711068735268,2026-01-19 23:59:41.167,72.849425,21.1182,0.0,211.0,1.0,2026-01-19 23:59:40,21.118_72.849,2026-01-19 23:59:41.167,1928,J070,GJ05CW4970,JBM ECOLIFE MOBILITY SURAT PVT LTD,34,Stop
BRT,7795640434,1,868711068733727,2026-01-19 23:59:40.980,72.809937,21.149266,0.0,188.0,1.0,2026-01-19 23:59:40,21.149_72.81,2026-01-19 23:59:40.980,1935,J077,GJ05CW4899,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
BRT,7795640455,1,868711068754376,2026-01-19 23:59:41.777,72.810012,21.149377,0.0,0.0,1.0,2026-01-19 23:59:40,21.149_72.81,2026-01-19 23:59:41.777,1955,J098,GJ05CW4894,JBM ECOLIFE MOBILITY SURAT PVT LTD,15,Stop
