DepartmentName,HistoryId,SequenceNo,OBUId,InsertTime,Longitude,Latitude,Speed,Heading,Hdop,GPSTime,UpdatedTime,VehicleID,VehicleNumber,RegNo,OperatorName,LocationName
BRT,7790254779,1,868711068755233,2026-01-18 15:37:53.857,72.846526,21.236898,36.0,50.0,1.0,2026-01-18 15:37:52,2026-01-18 15:37:53.857,2034,J125,GJ05CW6538,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Amroli Bridge, Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7792246298,1,868711068770133,2026-01-19 07:12:52.473,72.871086,21.175077,15.0,176.0,1.0,2026-01-19 07:12:51,2026-01-19 07:12:52.473,1947,J088,GJ05CW4620,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 395011, India"
BRT,7791129256,1,868711068749335,2026-01-18 19:47:57.513,72.868469,21.153632,1.0,41.0,1.0,2026-01-18 19:47:57,2026-01-18 19:47:57.513,1912,J053,GJ05CW4702,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Dindoli, Udhna Taluka, Surat, Gujarat, 394210, India"
BRT,7793887181,1,868711063628492,2026-01-19 14:51:29.810,72.761619,21.146412,34.0,67.0,1.0,2026-01-19 14:51:29,2026-01-19 14:51:29.810,2010,J101,GJ05CW6810,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7784069109,1,868711068666661,2026-01-16 23:38:30.397,72.809905,21.149363,0.0,280.0,1.0,2026-01-16 23:38:29,2026-01-16 23:38:30.397,1941,J083,GJ05CW4869,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7792124584,1,868711068770133,2026-01-19 06:33:07.610,72.796645,21.159872,24.0,257.0,1.0,2026-01-19 06:33:06,2026-01-19 06:33:07.610,1947,J088,GJ05CW4620,JBM ECOLIFE MOBILITY SURAT PVT LTD,"City Light Road, Majura Taluka, Surat, Gujarat, 395007, India"
BRT,7782100248,1,862430060915499,2026-01-16 13:27:32.653,72.871612,21.169105,35.0,174.0,1.0,2026-01-16 13:27:33,2026-01-16 13:27:32.653,1943,J084,GJ05CW4623,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 394211, India"
BRT,7791491338,1,862430060914104,2026-01-18 21:33:05.743,72.855452,21.255386,17.0,276.0,1.0,2026-01-18 21:33:05,2026-01-18 21:33:05.743,2050,J143,GJ05CW6748,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7781829601,1,868711068735268,2026-01-16 12:11:23.423,72.860802,21.189122,8.0,58.0,1.0,2026-01-16 12:11:23,2026-01-16 12:11:23.423,1928,J070,GJ05CW4970,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Valthan road, Udhna Taluka, Surat, Gujarat, 395010, India"
BRT,7787089876,1,868711068755050,2026-01-17 18:31:24.243,72.799262,21.19215,15.0,230.0,1.0,2026-01-17 18:31:24,2026-01-17 18:31:24.243,1957,J100,GJ05CW4776,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 359009, India"
BRT,7792971360,1,868711063654878,2026-01-19 10:27:22.073,72.834641,21.177557,0.0,180.0,1.0,2026-01-19 10:27:21,2026-01-19 10:27:22.073,2038,J130,GJ05CW6601,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Majura Taluka, Surat, Gujarat, 300034, India"
BRT,7794987126,1,868711063878576,2026-01-19 19:52:23.230,72.811165,21.175877,10.0,72.0,1.0,2026-01-19 19:52:22,2026-01-19 19:52:23.230,1856,J001,GJ05CW3962,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Surat, Chorasi Taluka, Surat, Gujarat, 395001, India"
BRT,7783323617,1,862430060911977,2026-01-16 19:21:18.253,72.855141,21.18588,27.0,252.0,1.0,2026-01-16 19:21:17,2026-01-16 19:21:18.253,1937,J079,GJ05CW4759,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 394212, India"
BRT,7786783123,1,862430060892490,2026-01-17 17:12:32.610,72.848274,21.145121,33.0,356.0,1.0,2026-01-17 17:12:32,2026-01-17 17:12:32.610,1883,J029,GJ05CW4141,JBM ECOLIFE MOBILITY SURAT PVT LTD,"GIDC, Udhna Taluka, Surat, Gujarat, 395023, India"
BRT,7785759927,1,868711068687881,2026-01-17 12:06:23.417,72.774544,21.161383,5.333333333333334,236.0,1.0,2026-01-17 12:06:22,2026-01-17 12:06:23.417,2031,J122,GJ05CW6778,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Majura Taluka, Surat, Gujarat, 395007, India"
BRT,7783261775,1,868711068749194,2026-01-16 19:06:29.270,72.820847,21.17245,27.0,63.0,1.0,2026-01-16 19:06:28,2026-01-16 19:06:29.270,1956,J099,GJ05CW4675,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 359007, India"
BRT,7792359558,1,868711068750978,2026-01-19 07:48:50.383,72.865662,21.102858,0.0,292.0,1.0,2026-01-19 07:48:49,2026-01-19 07:48:50.383,1878,J024,GJ05CW4431,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 394230, India"
BRT,7787403967,1,868711068752305,2026-01-17 19:47:53.987,72.878487,21.199601,17.0,59.0,1.0,2026-01-17 19:47:54,2026-01-17 19:47:53.987,1950,J092,GJ05CW4621,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Puna Taluka, Surat, Gujarat, 395010, India"
BRT,7786478438,1,868711063598109,2026-01-17 15:39:32.880,72.84217,21.161083,36.0,165.0,1.0,2026-01-17 15:39:29,2026-01-17 15:39:32.880,1876,J022,GJ05CW4212,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhana, Udhna Taluka, Surat, Gujarat, 394220, India"
BRT,7781567660,1,868711068754814,2026-01-16 11:04:30.433,72.869156,21.15398,3.5,228.0,1.0,2026-01-16 11:04:30,2026-01-16 11:04:30.433,1890,J036,GJ05CW4165,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Dindoli, Udhna Taluka, Surat, Gujarat, 394210, India"
BRT,7794713903,1,868711068666679,2026-01-19 18:45:40.167,72.871077,21.174527,23.0,176.0,1.0,2026-01-19 18:45:40,2026-01-19 18:45:40.167,1936,J078,GJ05CW4731,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 395011, India"
BRT,7792978868,1,868711067403769,2026-01-19 10:29:11.607,72.809951,21.149286,0.0,95.0,1.0,2026-01-19 10:29:11,2026-01-19 10:29:11.607,1859,J004,GJ05CW4494,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7789327986,1,862430060917743,2026-01-18 10:55:48.433,72.834701,21.177519,0.0,327.0,1.0,2026-01-18 10:55:48,2026-01-18 10:55:48.433,2035,J126,GJ05CW6831,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Majura Taluka, Surat, Gujarat, 300034, India"
BRT,7793044146,1,868711068666703,2026-01-19 10:44:45.407,72.859375,21.116866,26.0,159.0,1.0,2026-01-19 10:44:44,2026-01-19 10:44:45.407,1891,J037,GJ05CW4009,JBM ECOLIFE MOBILITY SURAT PVT LTD,"GIDC, Majura Taluka, Surat, Gujarat, 395023, India"
BRT,7787830701,1,868711068754814,2026-01-17 21:40:08.057,72.843902,21.157008,30.0,159.0,1.0,2026-01-17 21:40:06,2026-01-17 21:40:08.057,1890,J036,GJ05CW4165,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Main Road, Udhana, Udhna Taluka, Surat, Gujarat, 394220, India"
BRT,7789621248,1,868711068733081,2026-01-18 12:15:18.303,72.797477,21.154019,30.0,174.0,1.0,2026-01-18 12:15:18,2026-01-18 12:15:18.303,1931,J073,GJ05CW4671,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7792884056,1,868711068789877,2026-01-19 10:06:20.697,72.816565,21.176289,13.0,83.0,1.0,2026-01-19 10:06:20,2026-01-19 10:06:20.697,1885,J031,GJ05CW4067,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Ghod Dhod Road, Surat, Chorasi Taluka, Surat, Gujarat, 395001, India"
BRT,7787469221,1,868711068735268,2026-01-17 20:03:54.270,72.750022,21.139976,0.0,158.0,1.0,2026-01-17 20:03:54,2026-01-17 20:03:54.270,1928,J070,GJ05CW4970,JBM ECOLIFE MOBILITY SURAT PVT LTD,"NH53, Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7782893888,1,868711063642725,2026-01-16 17:34:49.960,72.851089,21.24136,0.0,331.0,1.0,2026-01-16 17:34:49,2026-01-16 17:34:49.960,2017,J108,GJ05CW6891,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7790427257,1,868711068755233,2026-01-18 16:33:58.910,72.792641,21.212354,36.0,154.0,1.0,2026-01-18 16:33:57,2026-01-18 16:33:58.910,2034,J125,GJ05CW6538,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 395005, India"
BRT,7793990908,1,868711068735144,2026-01-19 15:23:54.237,72.80403,21.166948,33.0,64.0,1.0,2026-01-19 15:23:54,2026-01-19 15:23:54.237,1948,J089,GJ05CW4993,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Canal Corridor, Nandavan Society, Majura Taluka, Surat, Gujarat, 395007, India"
BRT,7786740506,1,868711068770026,2026-01-17 17:00:32.797,72.819091,21.130835,37.0,299.0,1.0,2026-01-17 17:00:33,2026-01-17 17:00:32.797,1953,J095,GJ05CW4706,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 394221, India"
BRT,7790118473,1,868711063671021,2026-01-18 14:52:58.320,72.856116,21.255379,2.5,82.0,1.0,2026-01-18 14:52:57,2026-01-18 14:52:58.320,2042,J135,GJ05CW6562,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7784736977,1,868711068666554,2026-01-17 07:47:11.900,72.871346,21.195868,36.0,56.0,1.0,2026-01-17 07:47:11,2026-01-17 07:47:11.900,1926,J068,GJ05CW4846,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Puna Taluka, Surat, Gujarat, 395010, India"
BRT,7791461315,1,862430060892821,2026-01-18 21:22:40.587,72.855598,21.255341,17.6,269.0,1.0,2026-01-18 21:22:40,2026-01-18 21:22:40.587,2012,J103,GJ05CW6893,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7783477927,1,868711063598109,2026-01-16 19:58:23.103,72.804184,21.167051,34.0,66.0,1.0,2026-01-16 19:58:22,2026-01-16 19:58:23.103,1876,J022,GJ05CW4212,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Canal Corridor, Nandavan Society, Majura Taluka, Surat, Gujarat, 395007, India"
BRT,7782909359,1,868711068730723,2026-01-16 17:38:58.507,72.809607,21.149214,0.0,138.0,1.0,2026-01-16 17:38:58,2026-01-16 17:38:58.507,1945,J086,GJ05CW4537,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7789199087,1,868711063661329,2026-01-18 10:21:35.087,72.751846,21.139019,13.0,39.0,1.0,2026-01-18 10:21:35,2026-01-18 10:21:35.087,2041,J134,GJ05CW6764,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7792419748,1,868711068751158,2026-01-19 08:06:04.090,72.833206,21.219915,24.0,222.0,1.0,2026-01-19 08:06:03,2026-01-19 08:06:04.090,2048,J141,GJ05CW6570,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Swami Parmanand Road Flyover, Katargam Daravaja, Surat, Katargam Taluka, Surat, Gujarat, 395004, India"
BRT,7785467521,1,868711068697252,2026-01-17 10:53:38.610,72.794867,21.188057,16.0,215.0,1.0,2026-01-17 10:53:38,2026-01-17 10:53:38.610,2051,J144,GJ05CW6954,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 359009, India"
BRT,7792136587,1,868711068768145,2026-01-19 06:37:23.203,72.755638,21.142144,13.0,49.0,1.0,2026-01-19 06:37:22,2026-01-19 06:37:23.203,1858,J003,GJ05CW4225,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7789804450,1,868711068778557,2026-01-18 13:09:53.463,72.868851,21.153691,11.0,233.0,1.0,2026-01-18 13:09:52,2026-01-18 13:09:53.463,1938,J080,GJ05CW4589,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Dindoli, Udhna Taluka, Surat, Gujarat, 394210, India"
BRT,7784634213,1,868711068730723,2026-01-17 07:16:09.583,72.807518,21.150276,25.0,141.0,1.0,2026-01-17 07:16:08,2026-01-17 07:16:09.583,1945,J086,GJ05CW4537,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7795085618,1,868711063670999,2026-01-19 20:16:34.860,72.846442,21.15077,34.0,156.0,1.0,2026-01-19 20:16:34,2026-01-19 20:16:34.860,1863,J008,GJ05CW4496,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 395023, India"
BRT,7781467190,1,868711068754913,2026-01-16 10:39:23.320,72.826285,21.174956,0.0,66.0,1.0,2026-01-16 10:39:23,2026-01-16 10:39:23.320,1911,J052,GJ05CW4637,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Canal Corridor, Miranagar Society, Majura Taluka, Surat, Gujarat, 395002, India"
BRT,7786170569,1,868711068754913,2026-01-17 14:01:37.773,72.814774,21.148326,36.0,255.0,1.0,2026-01-17 14:01:37,2026-01-17 14:01:37.773,1911,J052,GJ05CW4637,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7788824252,1,868711068666760,2026-01-18 08:37:05.620,72.863838,21.10555,33.0,160.0,1.0,2026-01-18 08:37:06,2026-01-18 08:37:05.620,1898,J044,GJ05CW4350,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 394230, India"
BRT,7781836454,1,868711068735268,2026-01-16 12:13:08.377,72.865181,21.192015,34.0,55.0,1.0,2026-01-16 12:13:08,2026-01-16 12:13:08.377,1928,J070,GJ05CW4970,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 395010, India"
BRT,7785853407,1,862430060903727,2026-01-17 12:30:18.577,72.806503,21.198885,0.3999999999999999,99.0,1.0,2026-01-17 12:30:18,2026-01-17 12:30:18.577,2033,J124,GJ05CW6676,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 392009, India"
BRT,7787273332,1,868711068750051,2026-01-17 19:15:58.920,72.750702,21.138335,9.0,323.0,1.0,2026-01-17 19:15:59,2026-01-17 19:15:58.920,1893,J039,GJ05CW4049,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Dumas Road, Dumas, Majura Taluka, Surat, Gujarat, 394320, India"
BRT,7783254528,1,868711068754111,2026-01-16 19:04:43.580,72.827415,21.149965,13.0,266.0,1.0,2026-01-16 19:04:42,2026-01-16 19:04:43.580,1954,J096,GJ05CW4922,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7781113827,1,868711068770182,2026-01-16 09:10:18.637,72.899033,21.229223,25.0,244.0,1.0,2026-01-16 09:10:18,2026-01-16 09:10:18.637,1869,J014,GJ05CW4254,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Puna Taluka, Surat, Gujarat, 394101, India"
BRT,7782581026,1,868711063661329,2026-01-16 16:01:44.043,72.759842,21.146248,0.0,210.0,1.0,2026-01-16 16:01:43,2026-01-16 16:01:44.043,2041,J134,GJ05CW6764,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7790398202,1,868711068769994,2026-01-18 16:24:37.423,72.838843,21.151398,30.0,87.0,1.0,2026-01-18 16:24:36,2026-01-18 16:24:37.423,1857,J002,GJ05CW4291,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 394220, India"
BRT,7787764549,1,868711068734485,2026-01-17 21:20:25.297,72.791518,21.216097,23.5,148.0,1.0,2026-01-17 21:20:25,2026-01-17 21:20:25.297,2030,J121,GJ05CW6691,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 395005, India"
BRT,7789790569,1,868711068778557,2026-01-18 13:05:38.417,72.870621,21.157257,22.0,197.0,1.0,2026-01-18 13:05:37,2026-01-18 13:05:38.417,1938,J080,GJ05CW4589,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Dindoli, Udhna Taluka, Surat, Gujarat, 394211, India"
BRT,7784566790,1,868711063670999,2026-01-17 06:56:07.080,72.831192,21.182936,0.0,154.0,1.0,2026-01-17 06:56:06,2026-01-17 06:56:07.080,1863,J008,GJ05CW4496,JBM ECOLIFE MOBILITY SURAT PVT LTD,"NH64, Majura Taluka, Surat, Gujarat, 300034, India"
BRT,7795169271,1,868711068770562,2026-01-19 20:37:29.067,72.809944,21.150219,11.0,53.0,1.0,2026-01-19 20:37:27,2026-01-19 20:37:29.067,1887,J033,GJ05CW4202,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7781596017,1,868711063640463,2026-01-16 11:11:39.057,72.806747,21.198536,13.0,229.0,1.0,2026-01-16 11:11:39,2026-01-16 11:11:39.057,2018,J109,GJ05CW6531,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 392009, India"
BRT,7795114773,1,868711068666661,2026-01-19 20:23:51.297,72.802627,21.166367,23.0,58.0,1.0,2026-01-19 20:23:50,2026-01-19 20:23:51.297,1941,J083,GJ05CW4869,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7793721581,1,868711063598109,2026-01-19 13:52:07.537,72.860671,21.188963,4.5,47.0,1.0,2026-01-19 13:52:06,2026-01-19 13:52:07.537,1876,J022,GJ05CW4212,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Valthan road, Udhna Taluka, Surat, Gujarat, 395010, India"
BRT,7782145107,1,868711068666620,2026-01-16 13:41:35.170,72.849297,21.119118,0.0,263.0,1.0,2026-01-16 13:41:35,2026-01-16 13:41:35.170,1861,J006,GJ05CW4264,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Bhestan Bus Depot, Bhesta to sarvodaya print road, Majura Taluka, Surat, Gujarat, 395023, India"
BRT,7787874914,1,868711063601499,2026-01-17 21:54:58.510,72.807922,21.146768,5.0,81.0,1.0,2026-01-17 21:54:57,2026-01-17 21:54:58.510,1909,J021,GJ05CW4137,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7787001429,1,868711068755050,2026-01-17 18:09:44.240,72.809639,21.233993,3.0,167.0,1.0,2026-01-17 18:09:44,2026-01-17 18:09:44.240,1957,J100,GJ05CW4776,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Katargam Taluka, Surat, Gujarat, 395004, India"
BRT,7784736988,1,868711068666620,2026-01-17 07:47:12.120,72.853554,21.131402,35.0,341.0,1.0,2026-01-17 07:47:11,2026-01-17 07:47:12.120,1861,J006,GJ05CW4264,JBM ECOLIFE MOBILITY SURAT PVT LTD,"GIDC, Majura Taluka, Surat, Gujarat, 395023, India"
BRT,7795280769,1,868711068730186,2026-01-19 21:06:04.833,72.849243,21.12018,7.0,262.0,1.0,2026-01-19 21:06:04,2026-01-19 21:06:04.833,1944,J085,GJ05CW4674,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Bhestan Bus Depot, Majura Taluka, Surat, Gujarat, 395023, India"
BRT,7787625084,1,862430060892490,2026-01-17 20:43:22.667,72.790298,21.15799,19.0,262.0,1.0,2026-01-17 20:43:22,2026-01-17 20:43:22.667,1883,J029,GJ05CW4141,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Magdalla Road, Majura Taluka, Surat, Gujarat, 395007, India"
BRT,7795699332,1,862430060911977,2026-01-20 00:48:42.860,72.809875,21.149381,0.0,144.0,1.0,2026-01-19 01:40:07,2026-01-20 00:48:42.860,1937,J079,GJ05CW4759,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7781841375,1,868711068751158,2026-01-16 12:14:23.707,72.835091,21.22095,18.0,262.0,1.0,2026-01-16 12:14:24,2026-01-16 12:14:23.707,2048,J141,GJ05CW6570,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"NH64, Surat, Katargam Taluka, Surat, Gujarat, 305994, India"
BRT,7795410879,1,868711068773335,2026-01-19 21:43:38.043,72.871016,21.175111,4.0,334.0,1.0,2026-01-19 21:43:37,2026-01-19 21:43:38.043,1870,J015,GJ05CW4273,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 395011, India"
BRT,7793668464,1,868711068751158,2026-01-19 13:32:09.300,72.851257,21.241447,1.0,2.0,1.0,2026-01-19 13:32:09,2026-01-19 13:32:09.300,2048,J141,GJ05CW6570,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7783067911,1,862430060891732,2026-01-16 18:18:56.310,72.834686,21.177416,0.0,6.0,1.0,2026-01-16 18:18:55,2026-01-16 18:18:56.310,2053,J146,GJ05CW6605,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"NH64, Majura Taluka, Surat, Gujarat, 300034, India"
BRT,7782323082,1,868711063622040,2026-01-16 14:38:47.490,72.839675,21.231829,9.428571428571429,53.0,1.0,2026-01-16 14:38:47,2026-01-16 14:38:47.490,2052,J145,GJ05CW6859,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Dandi Heritage Highway, Surat, Katargam Taluka, Surat, Gujarat, 305994, India"
BRT,7785217241,1,868711068731648,2026-01-17 09:51:22.307,72.878653,21.199465,17.0,245.0,1.0,2026-01-17 09:51:22,2026-01-17 09:51:22.307,1880,J026,GJ05CW4492,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Puna Taluka, Surat, Gujarat, 395010, India"
BRT,7789485533,1,868711063560646,2026-01-18 11:38:16.627,72.782379,21.171199,9.0,144.0,1.0,2026-01-18 11:38:16,2026-01-18 11:38:16.627,2011,J102,GJ05CW6788,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Majura Taluka, Surat, Gujarat, 395007, India"
BRT,7792312905,1,868711068755050,2026-01-19 07:32:56.070,72.855103,21.255282,0.0,241.0,1.0,2026-01-19 07:32:55,2026-01-19 07:32:56.070,1957,J100,GJ05CW4776,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7791411992,1,868711063560646,2026-01-18 21:07:05.303,72.852913,21.255652,33.0,271.0,1.0,2026-01-18 21:07:05,2026-01-18 21:07:05.303,2011,J102,GJ05CW6788,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Chhaprabhatha, Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7784721286,1,868711068732737,2026-01-17 07:42:33.570,72.779289,21.15367,28.0,73.0,1.0,2026-01-17 07:42:32,2026-01-17 07:42:33.570,1873,J018,GJ05CW4263,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Naishadh Parmar, Udhna Magdalla Road, Majura Taluka, Surat, Gujarat, 394518, India"
